id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
GSM1426115_Treat	0.048508316344644	0	0.0604124673570055	0.0317020806624912	0	0.229419573140221	0.0214067428650408	0	0.0035246005802789	0.0181891137214686	0.0643571959802659	0	0	0.0965208981884937	0.0919265928338222	0.0638860831245553	0	0.00843594586925237	0	0.222141124954381	0	0.0395692643780793
GSM1426116_Treat	0.0666182995111381	0	0.0249863623300679	0.0367103116857138	0	0.230897148757779	0.0164011514978009	0	0	0.0270667069695001	0.048927359078807	0	0.00590655190100581	0.123990954932799	0.0880120584476858	0.0572760572296394	0	0.0184637153467951	0	0.185165466869912	0	0.0695778554413557
GSM1426117_Treat	0.00260906065864201	0.0164960967691483	0.128443499992172	0.230569542852071	0	0.181437809883261	0	0	0.0912372806441449	0	0	0	0.0522747455035422	0.0427416116591324	0.0277504882450559	0.0219016758155255	0	0.0409312524586042	0	0.141550366915238	0.0220565686034629	0
GSM1426118_Treat	0.366117271070629	0.0787376559753785	0	0.0619656820431722	0	0.0985004777860239	0.0204205508684308	0.00312815250619536	0.00507111278296014	0.00795800866533367	0.049334665735857	0	0	0.0724287466647181	0.029652661111604	0.0433865486244123	0	0.039634762968478	0.052412573999481	0.0712511291973264	0	0
GSM1426119_Treat	0.0991962555232177	0	0.0736428622171834	0.0644880942095934	0	0.178075893946686	0.0151513169546705	0	0.0277104147163335	0	0.0423521577805425	0	0.00168402238214002	0.177079163845766	0.0507122175023099	0.0499997853564083	0	0.00572978356112844	0.150421408216505	0.0637566237875154	0	0
GSM1426120_Treat	0.200671193635564	0	0.0524913494453804	0.106079095160677	0	0.103539586166156	0.00546806478024905	0	0.0855763794303826	0.0112101279067516	0.0333642878430316	0	0	0.0905620579751135	0.0256266725143123	0.0717547814687029	0	0.0548842016522015	0	0.158772202021477	0	0
GSM1426121_Treat	0.0159967510228365	0	0.0880185792041828	0.0482160621727925	0	0.259470477328699	0.00199659303768825	0.0152521084160116	0	0.000705857401038387	0	0	0.00433718745772994	0.0383396607483525	0.118521477833709	0.141187086686097	0	0.0130877878147891	0	0.233110235565039	0	0.021760135311035
GSM1426122_Treat	0.0228308737834978	0.0175257111364806	0.182190374569312	0.0825272251535641	0	0.0345026445586703	0	0	0.109535124402922	0	0	0.0436923098766098	0	0.162948971458069	0.019559080387447	0.0856485761684635	0	0.0248601699115937	0	0.21417893859337	0	0
GSM1426124_Treat	0.0727703738697396	0	0.0372917711735008	0.10913212036579	0	0.177802917189485	0.0433126449756776	0	0.0190640831511991	0.0905737985479223	0.0352835250374692	0	0	0.0809420160533079	0.149851522697408	0.0671869783089228	0	0.0120148888202187	0	0.101873364801893	0	0.00289999500746589
GSM1426125_Treat	0.0081097815846053	0.0147392536115986	0.172577993815876	0.139378869642383	0	0.211940128762821	0.0134206592792356	0	0.0227274505362447	0	0.000472797289566801	0.0296039013723128	0.0274975888137044	0.198579394684279	0.0282507525291721	0	0	0.00697103321396593	0	0.125730394864235	0	0
GSM1426126_Treat	0.023997026437326	0	0.0580764664135023	0.00220164939640234	0.0204992314252131	0.183682112070112	0	0	0	0	0.0236924811206042	0	0.059980325167821	0.19396151649282	0.00365504214724732	0	0	0.0281942164317353	0	0.308126279577534	0	0.0939336533196824
GSM1426128_Treat	0.0643075261407731	0.03613134579313	0.0709638578115597	0.0567866117295381	0	0.161977549425303	0	0	0.0575810531911509	0	0.0222416925011861	0	0.012872512077122	0.127272761183173	0.0771548797245836	0	0	0.0259505390613622	0	0.282677086832081	0	0.00408258452903794
GSM1426129_Treat	0	0.0127298799600873	0.102874709457543	0.042926870442541	0	0.263538750017229	0	0	0	0	0	0.0252245023074555	0.0392147974680578	0.0127351930764568	0.0962573369487098	0	0	0.0283105187523194	0	0.346221459712444	0	0.0299659818571568
GSM1426131_Treat	0.0659988787442737	0.185033082205351	0.00137727610912881	0.0388072708741311	0.011828743177492	0.207029300249725	0.0676674841045104	0	0.0209532464978628	0	0.0966408142230108	0	0.0234076393758057	0.13291182797712	0.0550697565770448	0.0124263158756685	0	0.0320117382012618	0.00523619185027488	0.0436004339573392	0	0
GSM1426132_Treat	0.0739916124194831	0.0136833986068086	0.0749594827034058	0.0613969357254701	0	0.193124291795717	0.0159166923508791	0	0.0357321772877709	0	0.0772205613130622	0	0.0139635326470768	0.180210857114886	0.0379681702986484	0.00353072713690682	0	0.00174480762240715	0	0.190078893774856	0	0.0264778592026221
GSM1426133_Treat	0.00380337031021534	0	0.200302619513706	0.136273444063561	0	0.163827392839638	0	0.00471206528321626	0.0231005416395599	0.00317872471363062	0	0.0389448875693021	0.0406195891587481	0.0270621873417116	0.0676424523275525	0	0	0.00987397596952742	0	0.269120696919404	0	0.0115380523502272
GSM1426134_Treat	0.00965915714239934	0.0410708062886888	0.061475532585091	0.0731962097700729	0	0.223882305434044	0.0699024172509841	0	0	0	0.0149002910030074	0	0.0303086542951096	0.0318817273957821	0.0678402129193126	0.000144991951973961	0	0.0550147725583439	0	0.224941351599519	0	0.0957815698056711
GSM1426135_Treat	0.0127033822434609	0.00817562428068357	0.199656396969516	0.109341825339843	0	0.226980298879203	0.0281484963411552	0	0.0126351786937369	0	0.0109331940987482	0	0.0215406449961017	0.140437226428397	0.0297365685594582	0.0502194096559552	0	0.0105432336231943	0	0.138948519890547	0	0
GSM1426138_Treat	0.0331246528258004	0	0.123661830677363	0.0257353761477401	0	0.28429927548817	0	0	0	0	0.0513958331209777	0	0	0.107884187464127	0.0203832565923552	0.0578495855138281	0	0.033745095528429	0	0.225266957742937	0	0.036653948898273
GSM1426139_Treat	0.0316684628257476	0.0440009583945377	0.085516669927076	0.055667286707656	0.00878588129954971	0.204172653476219	0	0	0	0	0.0675848756290854	0	0.0323547507994617	0.0703201483259526	0.0103757610274255	0	0	0.0190473548837711	0	0.269431067807909	0	0.101074128895609
GSM1426140_Treat	0.253757082600123	0.00610989028460194	0.108264701229397	0.0952190632588218	0	0.170544269015496	0	0.00664260144363773	0.00183357672489468	0	0.0528121888210652	0	0	0.0915790487127009	0.00323982029236216	0	0	0.0482185928788142	0	0.1270145464922	0	0.0347646182458852
GSM1426142_Treat	0.0445628036547288	0.0138897375618197	0.11069286420833	0	0	0.164940494690634	0	0.0102247340262102	0	0.0135532624475685	0.0231609258830823	0	0	0.216109829366215	0.0201317227701457	0	0	0.0269469657475928	0	0.210846369247881	0	0.144940290395791
GSM1426144_Treat	0.127125421953108	0.0343308884340992	0.0901267940244675	0.133017409234144	0	0.0989236214272453	0.0148405741198276	0	0.127459664907488	0	0.049205333584479	0.00354467840054817	0.0429588588511227	0.0235290761733545	0	0	0	0.0585772745925633	0	0.196360404297552	0	0
GSM1426145_Treat	0.0264422847346696	0.00820461376284797	0.127539825985307	0.140275097555448	0	0.135395061837373	0	0	0.00589776310447922	0	0.0222531638573206	0.0201587041900171	0.0630582145291195	0.146750991416602	0.114465494299101	0.0400086666025911	0	0.0354996056250419	0	0.114050512500082	0	0
GSM1426146_Treat	0.0111662989039758	0.0919815569641501	0.164184238317037	0.0689912034114815	0	0.207292731136215	0.0103332890060313	0	0.000543092415744898	0	0.0490543437667891	0	0.0385296453458585	0.0285539045605453	0.117082264750815	0	0	0.02908302520396	0	0.150579524033484	0	0.0326248821839128
GSM1426147_Treat	0	0.0359629399785674	0.178435684036271	0.0719465310474931	0	0.237759665785928	0	0	0.0530994969947499	0	0	0.0189567077208804	0.00636656361861985	0.0748206718325784	0.0518219904369751	0.00626629254007158	0	0.011716381254126	0	0.216357952032054	0	0.0364891227216841
GSM1426150_Treat	0.243214275512453	0.00937697007602369	0.0449021861535382	0.0519230147605543	0	0.205673357330396	0.048324493704702	0.000415319104075906	0.010348367503755	0	0.0851183522681915	0	0.000783359031178909	0.146761847093786	0.0226696801263398	0.0184600576345384	0	0.043971761016462	0	0.068056958684005	0	0
GSM1426151_Treat	0.0902398790560017	0.0367946605997112	0.159095294309333	0.188582368301617	0	0.057333386116449	0	0	0.179467779122616	0	0.0563048391200491	0	0.017592258501344	0.0220700562096774	0.0179679903455668	0.0238229694707628	0	0.0427619134739483	0	0.107966605372924	0	0
GSM1426152_Treat	0.12842160339413	0.0906731610770342	0.0943177470572909	0.135657786106526	0	0.150331623147448	0	0.0294273187531804	0.0231432979657958	0.0134113636177437	0.00578272242029817	0	0	0.146566091522331	0.0328486286537734	0.0756501554933673	0	0.0251723721245187	0	0.0485961286665634	0	0
GSM1426153_Treat	0	0.0107066047710255	0.100683602867692	0.0711012855833852	0.00834982754121887	0.122426990829697	0.00151971554965718	0	0.0456690607050028	0	0.00984209931282569	0	0.0115036634057052	0.180018288184565	0.136272686659487	0.0455285532222909	0	0	0	0.249515683497274	0	0.00686193787017368
GSM1426154_Treat	0.148566996910613	0.0522928756773794	0.0565640411591976	0.00930585870259032	0.0375043824292571	0.213860180691048	0	0	0	0	0.0434759184021845	0	0.00162620041945952	0.053514865903919	0.0852645840496988	0.0110394299132318	0	0.0168103680518056	0	0.253741188104141	0	0.0164331095854749
GSM1426156_Treat	0	0.0155484112517602	0.0674773598622527	0	0	0.173617904485643	0	0	0	0.0294293410889477	0	0.0341608782963639	0.0246781076245951	0.0124519710774606	0.0324263147485439	0.0198944101642708	0	0.0396128909930495	0	0.380349497657151	0	0.170352912749961
GSM1426158_Treat	0.00208676954722402	0.0130431604128793	0.0361733192651454	0.0447129108915616	0.0923625262559916	0.0640704253045836	0.00588502419303867	0	0	0	0.0219816619992812	0.00139339187755507	0.0215519724390869	0.0398461131817461	0.0462431185127071	0.0156265098512564	0	0.0559937036369965	0	0.37284777168669	0	0.166181620944256
GSM1426159_Treat	0	0.110453928746483	0.184170884551806	0.0776377693386765	0	0.170628085980699	0.0307967270303042	0	0.0283817248098234	0	0.055665841484125	0	0.01328252668044	0	0.0538279673858069	0.0254992941275737	0	0.0245844262508861	0	0.220803854850476	0	0.00426696876290143
GSM1426160_Treat	0.0494952022349535	0.00663988047004687	0.0627262877538323	0.0120515510067286	0	0.185479727168229	0.0122058244133851	0	0.0221495203172787	0	0.0508895402190557	0	0.00468020643721351	0.164302094626973	0.0446128844571563	0.00356819905930581	0	0.0303494915098603	0	0.283119452371818	0	0.0677301379541629
GSM1426162_Treat	0	0.0267392731489742	0.118159366317765	0.0177482206368504	0	0.252311735452312	0.00418472803014185	0	0.00796614065556473	0	0.0413858723470771	0	0.0186045360910225	0.197080821955514	0.0625104340096721	0	0	0	0	0.198021261865621	0	0.0552876094894851
GSM1426163_Treat	0	0.0163778646672393	0.145147406749974	0.0845998731825946	0	0.225089429016058	0	0	0.0558348171542489	0	0.0147420571294615	0.00732315600033729	0.00727649207377879	0.0956773668642794	0.0106077500650738	0.00725135795503674	0	0.0258077885003156	0	0.290170569180409	0	0.0140940714611935
